"name","poster_dorama_src","country","release_year","genre","duration_minutes","duration_episodes","status","translate","actors","desc","slug"
"Звёздная ночь, звёздное море 2","wp-content\uploads\2017\09\zvyozdnoe-more-2.jpg","Китай","2017","Исторический, Мелодрама, Фэнтези","35 мин.","34","Выходит","Дораманутая","Боско Вон,Ван Ян Мин,Денни Хуан,Е Цин,Ли Чуань,Фэн Шао Фэн,Хэйден Куо","Действия дорамы «Звёздная ночь, звёздное море 2» развиваются во времена правления династии Тан. Молодая девушка Лу Ли выдавая себя за мужчину, мечтает внести свой вклад в развитие судостроительства. Она встречает владыку моря У Цзюй Ланя, который так же имеет свои интересы в прибрежном городе. Постепенно они сближаются, воспылав друг к другу нежными чувствами, но есть те, кто хочет помешать их счастью и уничтожить Цзюй Ланя.","zviozdnaia-noch-zviozdnoe-more-2"
"Древняя любовная поэзия","wp-content\uploads\2021\06\drevnyaya-lyubovnaya-poeziya.jpg","Китай","2021","Исторический, Мелодрама, Фэнтези","45 мин","49","Выходит","Xvoice Studio","Гао Хань,Дай Сы,Жэнь Хао,Лай И,Ли Цзэ Фэн,Ло Цю Юнь,Лю Сюэ И,Сюй Кай,Фу Синь Бо,Чжан Сяо Чэнь,Чжан Цзя Ни,Чжан Я Цинь,Чжоу Дун Юй,Чжун Ци","Сюжет дорамы «Древняя любовная поэзия» разворачивается вокруг двух богов. Чуть меньше сотни лет назад Шан Гу пожертвовала собой и предалась забвению. Спустя долгие годы она просыпается, однако ничего не помнит, даже свою любовь Бай Цзюэ. Вот только он не забыл её. Герой ждал свою возлюбленную все эти годы, надеясь снова встретить её. Как дальше будут разворачиваться события, узнаем, посмотрев дораму.","drevniaia-liubovnaia-poeziia"
"Принцесса степей","wp-content\uploads\2022\11\princessa-stepej.jpg","Китай","2022","Исторический, Мелодрама, Фэнтези","45 мин","25","Выходит","Light Breeze","Бянь Чэн,Ва Эр,Чжу Чжэн Тин,Чэн Сяо Мэн","В стране Ебэй идёт война среди семи племён. И король страны решает создать брачный союз между своей дочерью принцессой Чжу Янь и императором Чао, чтобы прекратить вражду. В один из дней в стране проходит весенний турнир, где собираются главы семи племён, дабы решить, кто из них самый храбрый воин. Но в разгар турнира случается непредвиденные обстоятельства: на арене появляется волк и нападает на Ецзы Линшуань. В это время, неожиданно для всех, девушку спасает появившийся генерал Се Юйань, который в последующем цепляет своей красотой и храбростью.","printsessa-stepei"
"Даже не думай убивать королеву","wp-content\uploads\2023\09\dazhe-ne-dumaj-ubivat-korolevu.jpg","Китай","2022","Исторический, Мелодрама, Фэнтези","6 мин","24","Выходит","SoftBox","И Хэн,Ло Ши Ци","Главная героиня занимается тем, что подготавливает тела к похоронам. Для многих эта работа кажется странной, но сама девушка считает ее самой обычной. Однажды, прикоснувшись к браслету мертвой девушки, она переносится в другой мир в тело мертвой королевы. Теперь героиня – ожившая королевская персона, на которую кто-то охотится. А ещё у нее парочка самых красивых телохранителей, и она разрабатывает план, как остаться в живых и вернуться домой.","dazhe-ne-dumai-ubivat-korolevu"
"Госпожа Купидон влюбилась","wp-content\uploads\2022\02\gospozha-kupidon-vlyubilas.jpg","Китай","2022","Исторический, Мелодрама, Фэнтези","38 мин","24","Выходит","Light Breeze","Сяо Юй Лян,Тянь Си Вэй,Цао Юй Чэнь","Подравшись в священном храме и повредив красную нить судьбы, божество по имени Бай Ян получает наказание – отправиться в мир смертных. Но во время путешествия он случайно падает на крышу здания, где молодая и очень амбициозная сваха Шангуань Я заключает браки.","gospozha-kupidon-vliubilas"
"Академия на горе Гуюань","wp-content\uploads\2023\01\akademiya-na-gore-guyuan.jpg","Китай","2022","Исторический, Мелодрама, Фэнтези","12 мин","24","Выходит","SoftBox","Чэн Лэй","Проводя химический опыт, героиня дорамы, произведя взрыв, попадает в прошлое и сразу встречает красавчика учёного Це Шаня. Теперь она У Вэн Чэн, молодая госпожа. Однако, девушка хочет вернуться обратно в своё время, а для этого ей нужен порох, чтобы воспроизвести взрыв, благодаря которому она попала сюда. Порох можно достать только в Академии Гуюань, где как раз и учится Це Шань. Героиня, переодетая в мужское платье проникает туда, в надежде найти то, что ей нужно. Теперь она — сын генерала. Удастся ли девушке её авантюра мы узнаем, посмотрев дораму.","akademiia-na-gore-guiuan"
"Сказка о белой змее","wp-content\uploads\2023\09\skazka-o-beloj-zmee.jpg","Китай","2023","Исторический, Мелодрама, Фэнтези","10 мин","25","Выходит","SoftBox","Лю Яо Юань,Юй Сюань Чэнь","Белая змея получает облик красивой девушки, а чтобы обрести ещё и бессмертие, ей предстоит отыскать своего предначертанного человека. Она оставляет свою сестру на горе, а сама отправляется в бамбуковый лес Линьань, где по словам бога брака находится её человек. И действительно в лесу она встречает Линь Хао Сюаня, который принимает красавицу за демона, но она убеждает его, что это не так. Сюэ Линлун предстоит обрести любовь того, кто станет императором, а кроме этого, она встречает свою сестру Цин Дай. Судьба снова сводит её с Линь Хао, и она оказывается перед выбором простить или возненавидеть его за совершенные поступки.","skazka-o-beloi-zmee"
"Моя сверхъестественная судьба | Не на ту ...","wp-content\uploads\2023\01\moya-sverxestestvennaya-sudba.jpg","Китай","2023","Исторический, Мелодрама, Фэнтези","30 мин","24","Выходит","Unicorn","Мао Ци Шэн,Фань Вэй,Юй Сюань Чэнь,Янь Цзы Сянь","В далёкие древние времена, был город под названием Мукси. Его правитель Е Тан, был бездетным, но в один из прекрасных дней его жена забеременела. Ребёнок, который должен был появиться на свет, являлся следующим правителем города.","moia-sverkhestestvennaia-sudba-ne-na-tu"
"Люблю только тебя","wp-content\uploads\2023\07\lyublyu-tolko-tebya.jpg","Китай","2023","Исторический, Мелодрама, Фэнтези","10 мин","24","Выходит","SoftBox","Пу Пу,Чжао Цин","В юности Цзинь Сэ и Гу Юнь Шэнь встретились и полюбили друг друга, но расстались из-за недопонимания. Годы спустя Цзинь Сэ, демоница из клана лис, тайно пробирается во дворец, чтобы отомстить тем, кто навредил её семье, и встречает там Гу Юнь Шэня, который стал хладнокровным генералом. Её «я не могу раскрыть себя» против его «мне все равно, кто ты». Смогут ли они преодолеть свои прошлые недоразумения и снова быть вместе?","liubliu-tolko-tebia"
"Чумовой доктор","wp-content\uploads\2023\03\chumovoj-doktor.jpg","Китай","2023","Исторический, Мелодрама, Фэнтези","10 мин","26","Выходит","SoftBox","Кан Си,Чэнь Синь Юй","Главная героиня Чу Цзин Ху – молодой и талантливый врач. По воле судьбы она оказывается в чужом мире, где ее считают принцессой Северного Королевства Чу.","chumovoi-doktor"
"Привет, народ!","wp-content\uploads\2023\02\privet-narod.jpg","Китай","2023","Исторический, Мелодрама, Фэнтези","25 мин","2","Выходит","SoftBox","A-Moon,Ван И Лунь,Син Чжао Линь,Цзун Фэн Янь,Чжан Сюэ Ин,Юй И Цзе","Госпожа секты Тан — девушка по имени Ян — своенравна, дерзка и красива. Но на ней и её семье лежит проклятье смертельной болезни, которая истощает тело героини, а к 25 годам она вообще должна постареть. Поэтому Ян всеми силами старается найти суженного, который предназначен ей судьбой. Переловив почти всех мужчин в городе, девушка так и не нашла того самого. Но однажды она встречает загадочного парня из сна Ли Ченси. Героиня влюбляется, но холодный красавец не собирается повиноваться ей. На самом деле у него есть тайная миссия — украсть реликвию секты Тан, и он готов пойти на многое, чтобы заполучить её.","privet-narod"
"Мой братец-тритон","wp-content\uploads\2023\03\moj-bratec-triton.jpg","Китай","2023","Исторический, Мелодрама, Фэнтези","6 мин","24","Выходит","SoftBox","Гуань Цзинь Линь","Однажды советница Линь Вэйсюй пожалела пленённого тритона не смотря на то, что кто-то из его рода убил её учителя. Фусу остаётся при дворе в подчинении девушки, но это не нравится ни её брату, ни советнику Даньмо, который влюблён в героиню. Однако Линь Вэйсюй с помощью Фусу хочет найти убийцу, поэтому следит за ним и далеко не отпускает, а когда тот помогает ей избавиться от проклятия воды, то задумывается — жажда мести или иные чувства заставляют её быть рядом с тритоном.","moi-bratets-triton"
"Снежная луна","wp-content\uploads\2023\09\snezhnaya-luna1.jpg","Китай","2023","Исторический, Мелодрама, Фэнтези","10 мин","24","Выходит","DubLik-TV","Ли Цзя Ци,Сян Синь,Цзо Е","Однажды, когда девушка Су Сяо Хуань рассказывала на улице сказки про демона-лиса, к ней подошел свергнутый наследный принц и предложил стать служанкой того самого лиса, о котором она столько знала. Су Сяо Хуань не хотела соглашаться, так как знала, что многие погибают от рук демона, но в итоге оказалась во дворце.","snezhnaia-luna"
"Любовь бабочки","wp-content\uploads\2023\07\lyubov-babochki.jpg","Китай","2023","Исторический, Мелодрама, Фэнтези","16 мин","22","Выходит","Дораманутая","Дэн Кай,Люй Сяо Юй,Ху Дань Дань,Чжао И Цинь,Ян Цзэ","Юная супруга генерала увидела кошмарный сон, что была укушена кровопийцами и стала такой же, а, кроме этого, причинила вред и своему мужу. Юэ поведала об этом возлюбленному, но тот не внял её опасениям, а уже поздним вечером события начинают копировать кошмарный сон. Раненую девушку влюбленный мужчина приносит домой, желая только одного, чтобы та выжила. Для спасения её жизни требуется кровь единорога, и добыть данную жидкость не так уж и просто, но отважный воин готов на любые испытания, чтобы Юэ продолжила жизнь. Линг Чан Фэн приходит в дом человека, у которого имеется кровь единорога, и готов хоть молить того о том, чтобы он предоставил её, хоть биться насмерть. И ему удается спасти Юэ, но это становится только началом их борьбы за жизнь и любовь.","liubov-babochki"
"Сказание о Кумихо 2","wp-content\uploads\2023\05\skazanie-o-kumixo-1938.jpg","Южная Корея","2023","Исторический, Мелодрама, Фэнтези","1 час 15 мин","12","Выходит","SoftBox","Ан Гиль Кан,Ким Бом,Ким Ён Хун,Ким Ён Чжи,Ким Со Ён,Ли Дон Ук,Рю Кён Су,Хван Хи,Чо Бо А","«Сказание о Кумихо 2» — продолжение истории о девятихвостом лисе. Отправляясь на очередное задание, Ли Ен попадает в 1938 год, в опасное время для страны, и неожиданно встречает там своего брата, которого считал погибшим.","skazanie-o-kumikho-2"
"Процветающий город","wp-content\uploads\2023\10\pod-procvetayushhim-gorodom.jpg","Китай","2023","Исторический, Мистика","50 мин","12","Выходит","SoftBox","Бай Юй Фань,Лю И Тун,Нин Ли,Сян Хань Чжи,Цзэн Ли,Чжан Хао Вэй","В поле убитым обнаружили командира Лэн Уцзи, и, судя потому, как убийца обошелся с телом, он явно ему мстил. Еще на орудии убийства было послание. Скоро список жертв неизвестного палача пополняется новыми именами, причем несвязанными друг с другом.","protsvetaiushchii-gorod"
"Легенда Чжун Куй","wp-content\uploads\2021\11\legenda-chzhun-kuj.jpg","Китай","2021","Исторический, Приключения, Фэнтези","42 мин","4","Выходит","SoftBox","Вэнь Юань,Син Чжао Линь,Сюань Лу","Сюжет дорамы «Легенда Чжун Куй» разворачивается вокруг молодого парня по имени Чжун Куй. Он собрал команду друзей, готовую плечом к плечу бороться с демонами. Герои охотно и весьма удачно справляться со своим делом, при этом ещё получая благословение с небес. В каждой из шести частей герои столкнуться с угрозой и сделают все возможное, чтобы её устранить. А всегда ли у них будет это получаться, узнаем, посмотрев дораму.","legenda-chzhun-kui"
"Миссия в Параллельном мире","wp-content\uploads\2023\01\parallelnaya-missiya.jpg","Китай","2022","Исторический, Фантастика","3 мин","21","Выходит","SoftBox","A-Moon,Ван И Лунь,Син Чжао Линь,Цзун Фэн Янь,Чжан Сюэ Ин,Юй И Цзе","Су Лу Ся трудится в «Системе защиты женских персонажей», она путешествует по мирам книг и сериалов и спасает неказистых и застенчивых героинь. В этот раз она попадает в недалёкое прошлое, где героиня — толстушка, муж ей изменяет, свекровь ругает, а некая Бай Тин обманула систему и попала в этот мир с целью стать главной. Су Лу Ся должна всё исправить и методы её будут суровы и решительны. Героиня не только похудела, преподала урок неверному мужу и его любовнице, но и встретила прекрасного военного. А вот какая роль уготована ему в этом сериале мы узнаем, посмотрев дораму.","missiia-v-parallelnom-mire"
"Лорд Сюэ Ин","wp-content\uploads\2023\06\lord-syue-in.jpg","Китай","2023","Исторический, Фэнтези","47 мин","4","Выходит","SoftBox","Бай Шу,Гулиначжа,Лю Минь,Сюй Кай,Чэнь Сюнь","Когда Сюэ Ин был маленьким мальчиком, на его семью напали. Он поклялся, что вырастет, станет храбрым воином и спасет мать, а также защитит свой народ от недоброжелательного племени Мо Ян.","lord-siue-in"
"Великий гипнотизер","wp-content\uploads\2022\12\velikij-gipnotizer.jpg","Китай","2060","Исторический, Фэнтези","1 час 45 мин","76","Выходит","SoftBox","A-Moon,Ван И Лунь,Син Чжао Линь,Цзун Фэн Янь,Чжан Сюэ Ин,Юй И Цзе","Дорама окунет нас в мир гипноза, страхов и тайн, где известный психотерапевт Сюй Руининь берётся за лечение загадочной пациентки.","velikii-gipnotizer"
"Возлюбленный","wp-content\uploads\2022\11\vozlyublennaya.jpg","Китай","2048","Исторический, Фэнтези","1 час 30 мин","101","Выходит","Green Tea","Ван Ли Кунь,Джо Чэн,Ким Бом,Ли Чэн Бинь","Главную героиню зовут Су Ин. Будучи маленькой, она познакомилась с одним мальчиком, который поддерживал ее и был всегда рядом после развода родителей. Но вот в один из дней, он исчез из её жизни… Сейчас Су Ин повзрослела и уже обзавелась молодым человеком, который вскоре должен стать её мужем. Но вдруг происходит череда загадочных событий, связанных с тем парнем из детства… К чему приведёт эта история ? Что ждёт главную героиню? Узнаете в дораме «Возлюбленный».","vozliublennyi"
"Тик-так","wp-content\uploads\2022\12\tik-tak.jpg","Китай","2100","Исторический, Фэнтези","1 час 43 мин","78","Выходит","Колобок","Ли Чон Джэ,Ли Чхэ Ён,Уоллес Чун","Психически неуравновешенный Го Джихуа ведёт опасную игру с сеульской полицией. Захватив в заложники жену ведущего китайского футбольного игрока, прилетевшего с командой на игру в Корею, герой угрожает взорвать её, если Китай не выиграет матч. Офицер разведки Цзян Чэнцзюнь, совместно с психиатором Ян Си разоблачает преступника и даже спасает жертву. Но это только начало игры. Го Джихуа спрятал ещё четыре бомбы, но вот где? Полиция пытается разгадать хитроумную ловушку, а время идёт…","tik-tak"
"Это сумасшествие зовётся любовью","wp-content\uploads\2023\08\eto-sumasshestvie-zovyotsya-lyubovyu.jpg","Таиланд","2000","Исторический, Фэнтези","1 час 35 мин","91","Выходит","SoftBox","Джиллиан Чун,Не Цзи Хао,Николас Цзе,Со Ин Гук,Тан И Синь,Уильям Чань","Цзян Ян уже десять лет работает в индустрии кино, и мечтает сменить должность монтажера на режиссерское кресло. Для достижения поставленной цели амбициозный герой прилагает вполне даже соответствующие усилия, но его девушка придерживается иного мнения и решает расстаться с Цзяном. Неудача на личной фронте дополняется проблемами по работе. Господин Ли отклоняет сценарий, написанный монтажером, а через некоторое время ассистент Цзяна допускает роковую ошибку, пропустив в фильм саундтрек без авторских прав. Герою стоит невероятных усилий продолжать верить в себя.","eto-sumasshestvie-zoviotsia-liuboviu"
"Влюбленные во времени и пространстве","wp-content\uploads\2023\06\vlyublennye-vo-vremeni-i-prostranstve.jpg","Китай","2067","Исторический, Фэнтези","1 час 11 мин","11","Выходит","Light Breeze","Ван Чу Жань,Ли Цзю Линь,Ян И Мо","Е Чжао и Лю Сиинь пересеклись в одной из жизней, причем развитие их отношений оказалось драматическим. Девушка хорошо помнила, как выпила из золотой чаши содержимое, что стало причиной её переноса в далекое для неё будущее. Она оказывается на аукционе, где в качестве лотов выставлены золотые чаши. Когда она слышит из уст незнакомца имя Е Чжао, полагает, что её избраннице угрожает опасность и устраивает бой. А в современном мире Е Чжао перевоплотилась в образе парня. Лю удается отыскать квартиру Е Чжао, и она просит его о предоставлении пристанища. Гостья признается Е Чжао о том, что между ними произошло много столетий тому назад. Парень решает обратиться за помощью к доктору Ю, воспринимая слова незнакомки, как проявление психического расстройства.","vliublennye-vo-vremeni-i-prostranstve"
"Лисий дух Дацзи","wp-content\uploads\2023\01\lisij-dux-daczi.jpg","Китай","2095","Исторический, Фэнтези","1 час 30 мин","1","Выходит","Phoenixes","Цзян Цзы Лэ","Однажды, чтобы наказать жестокого императора династии Шан, мать девятихвостых лисиц отправляет их во дворец для убийства тирана.","lisii-dukh-datszi"
"Встреча с тобой","wp-content\uploads\2023\02\vstrecha-s-toboj-2022.jpg","Китай","2024","Исторический, Фэнтези","1 час 50 мин","63","Выходит","SoftBox","Ван Бо Вэнь,Ли Вэнь Хань,Сюй Жо Хань","Шебутная Юй Цзяоян, которая не отличалась примерным поведением и успехами в учебе, за что одноклассники обзывали ее ""отбросом"", познакомилась с Чжоу Цанем, тихим и необщительным юношей с отличными оценками, переехавшим в ее небольшой городок. Цзяоян влюбилась в него с первого взгляда и, считая его своей судьбой, помогла Чжоу Цаню осуществить его мечту, усердно работала, чтобы найти свое место в большом городе вместе с любимым. Однако жизнь развела их в разные стороны. Их мышление и устремления больше не были одинаковыми, ожидания Юй Цзяоян не оправдались, и разрыв стал неизбежным. Год спустя Цзяоян и Цань снова встречаются и понимают, что любят друг друга до сих пор.","vstrecha-s-toboi"
"Перезагрузка: Бездна ложной гробницы","wp-content\uploads\2023\09\perezagruzka-b…zhnoj-grobnicy.jpg","Китай","2036","Исторический, Фэнтези","1 час 30 мин","97","Выходит","SoftBox","Цзи Сяо Бин,Цзи Чэнь","В приграничной области проживает мужчина, чье зрение стремительно падает. Об этом известно его давнему другу, который намерен помочь ему и готовится совершить нечто невероятное.","perezagruzka-bezdna-lozhnoi-grobnitsy"
"Новая раскрашенная кожа","wp-content\uploads\2023\01\novaya-raskrashennaya-kozha.jpg","Китай","2046","Исторический, Фэнтези","1 час 30 мин","98","Выходит","Light Breeze","Ли Цзя Мин,Ся Жо Янь,Чжан Мэн","Генерал Шоу Ян уже давно задумал отомстить демонам, так как они убили его семью. Он притворился, что переходит на их сторону, а сам разрабатывал план.","novaia-raskrashennaia-kozha"
"Путешествие на Север","wp-content\uploads\2023\05\puteshestvie-na-sever.jpg","Китай","2050","Исторический, Фэнтези","1 час 22 мин","106","Выходит","Phoenixes","Лай Юй Мэн,Ми Жэ,У Мо Тун","Гора Юйюнь оставалась неприступной для чужаков, а там царили свои правила. Прикованный цепями Юнь Хуан страдал по причине своего долголетия, и он не мог понять, отчего его попросту не убил тот, кто подвергал истязаниям. Минуло сто лет, как Юнь Хуан страдал. Син Сюэ желает помочь страдающему Юнь Хуану. Она готова сбежать с горы и снять печати, но он просит её не нарушать волю небес, ведь совсем скоро истекал столетний срок. Возле горы разворачивается сражение с войском Его Высочества. Сумевшая покинуть гору Син Сюэ предстала перед воинами, и те несколько опешили от увиденной ими женской красоты. Она должна разыскать Чаншэна. Син Сюэ приходит в себя во дворце Чан Ханя. Глава Зала Бессмертия не могла понять, почему Его Высочество позволил незнакомке приблизиться к себе.","puteshestvie-na-sever"
"Убийца Не Иньнян","wp-content\uploads\2023\01\ubijca-ne-innyan.jpg","Китай","2053","Исторический, Фэнтези","1 час 24 мин","104","Выходит","Light Breeze","A-Moon,Ван И Лунь,Син Чжао Линь,Цзун Фэн Янь,Чжан Сюэ Ин,Юй И Цзе","Действие дорамы происходит в то время, когда империя Тан постепенно приходит в упадок. Властители специально находили воинов, обладающих разными сверхъестественными способностями, и использовали их в военных целях.","ubiitsa-ne-innian"
"Маленькая драконица","wp-content\uploads\2023\03\malenkaya-drakonica.jpg","Китай","2073","Исторический, Фэнтези","1 час 17 мин","109","Выходит","Light Breeze","Чжан Чу Хань","История о Бай Си, маленькой драконице с Северной Горы, которая впервые спустилась к людям, чтобы остановить коварные планы своей старшей сестры. Вместе со своим возлюбленным ее родственница замыслила завоевать престол императора и сделать так, чтобы люди и демоны жили в одном мире.","malenkaia-drakonitsa"
"Любовь не выразить словами","wp-content\uploads\2023\02\lyubov-ne-vyrazit-slovami.jpg","Таиланд","1985","Исторический, Фэнтези","1 час 40 мин","86","Выходит","SlothSound","Чжоу И Жань,Юань Хун","Студентка Тун Чжиляло уже долгое время влюблена в Гу Биня, но она слишком скромная, чтобы взять и признаться в этом. Вместо признания она пишет письма в блокноте. Когда ей, наконец, удалось познакомиться с парнем мечты, он случайно читает ее послания и долгое время думает, что они адресованы не ему.","liubov-ne-vyrazit-slovami"
"Её любовь","wp-content\uploads\2023\02\eyo-lyubov.jpg","Таиланд","1987","Исторический, Фэнтези","1 час 30 мин","99","Выходит","Дораманутая","Ван Хао Гэ,У Хай,Хэ Лань Доу,Цао Юй Чэнь","Сян Янь знала Линь Хэн Юя с детства, но только спустя много лет, когда они случайно встретились в университете, она поняла, что влюблена в него. Действуя честно и смело, девушка сразу же призналась в своих чувствах, и парень на них ответил. Пара должна была пожениться, но неожиданно Линь Хэн Юй предлагает расстаться и отгораживается от возлюбленной.","eio-liubov"
"Спиной к обществу","wp-content\uploads\2022\12\spinoj-k-obshhestvu.jpg","Таиланд","1995","Исторический, Фэнтези","1 час 20 мин","108","Выходит","SoftBox","A-Moon,Ван И Лунь,Син Чжао Линь,Цзун Фэн Янь,Чжан Сюэ Ин,Юй И Цзе","Фильм рассказывает о Чжан Шань Хэ — бывшем бандите, отчаянно старающемся забыть прошлое и вести правильный образ жизни. Со своими товарищами герой стремится не выделяться из толпы, но прошлое в лице мафиози Та Ли находит их. К несчастью, защищаясь от последнего, Чжан Шань Хэ убивает его, а в бандитских кругах такое с рук не спускают, и теперь брат убитого — отморозок и психопат Ча И — готовится мстить. Убив всех друзей героя, он принимается за его дочь и продаёт ту в рабство. Чжан Шань Хэ ничего не остаётся как вспомнить былые времена и показать кто здесь главный.","spinoi-k-obshchestvu"
"Красная река","wp-content\uploads\2023\05\krasnaya-reka.jpg","Китай","2025","Исторический, Фэнтези","2 часа 27 мин","14","Выходит","Колобок","Джексон И,Лэй Цзя Инь,Оу Хао","Империя Сун, 1146 год. Министр Цинь Хуэй собирается провести переговоры с государством Цзинь, но накануне встречи посла чжурчжэней убивают, а его секретное письмо пропадает. Министр приказывает капралу, некогда жившему в Цзинь, а следовательно попадающему под подозрение, и заместителю командующего гарнизоном в течение двух часов вычислить злоумышленника и разыскать письмо. А иначе — не сносить капралу головы.","krasnaia-reka"
"Безымянный","wp-content\uploads\2023\04\bezymyannyj.jpg","Китай","2042","Исторический, Фэнтези","2 часа 8 мин","3","Выходит","STEPonee","Ван И Бо,Цзян Шу Ин,Чжан Цзин И,Чжоу Сюнь","Во время Второй мировой войны Шанхай был оккупирован японскими войсками. В разгар сопротивления Китая против Японии группа отважных граждан развивает сверхсекретную подпольную шпионскую сеть прямо под носом у недавно установленного марионеточного режима. Рискуя собственной жизнью, двойные агенты мастерски извлекают секретную информацию из глубокого тыла врага, что приводит к созданию единого фронта, который поможет переломить ход конфликта.","bezymiannyi"
"Я и моя юность","wp-content\uploads\2023\10\ya-i-moya-yunost.jpg","Китай","2065","Исторический, Фэнтези","1 час 40 мин","84","Выходит","Light Breeze","Ван И Бо,Ван Цзы И,Син Фэй,Син Чжао Линь,Чжан Жо Нань,Чжан И Син,Чжоу Дун Юй,Юй Хао Мин","Дорама расскажет историю трех поколений молодых людей во время трех исторических периодов: освоения северной пустыни, строительства народного хозяйства и нового социализма. Разные люди, но одинаковые мечты, цели и желания.","ia-i-moia-iunost"
"Возвышение в ранг духов","wp-content\uploads\2023\10\vozvyshenie-v-rang-duxov.jpg","Китай","2088","Исторический, Фэнтези","2 часа 28 мин","13","Выходит","Дораманутая","Крис Филлипс,Ли Юнь Жуй,Хоу Вэнь Юань,Хуан Бо,Чэнь Кунь,Чэнь Му Чи,Юй Ши","На заре создания мира и человечества появился список возвышения в небожители, а хранился он на горе Куньлунь. Этот список обладал такой силой, что мог изменить судьбу всего мира, и только владыка Поднебесной мог его открыть.","vozvyshenie-v-rang-dukhov"
"Посмотри вверх и увидишь радость","wp-content\uploads\2023\02\posmotri-vverx-i-uvidish-radost.jpg","Китай","2091","Исторический, Фэнтези","40 мин","40","Выходит","SlothSound","Ван Хэ Ди,Чжан Я Цинь","Несколько историй о людях, которые не смотря на трудности, а иногда и благодаря им, находят силы, пройдя через кризис, жить дальше. Дедушка, после смерти жены, потерявший интерес к жизни, при помощи выдумки внука с 3D реальностью понимает, что жизнь дана для радости. Он ощущает поддержку родных и вдохновляется на занятия лепкой уже вне стен своей квартиры.","posmotri-vverkh-i-uvidish-radost"
"Пламенеющее облако","wp-content\uploads\2023\10\plameneyushhee-oblako.jpg","Китай","2093","Исторический, Фэнтези","1 час 47 мин","71","Выходит","Дораманутая","Ху Сянь Сюй,Чжоу Е,Чжоу И Жань,Чжэн Юнь Лун,Яо Чэнь","Однажды боги озадачились вопросом: а существует ли истинная любовь? Чтобы выяснить ответ, они прокляли маленького мальчика по имени Ван Саньгуя: теперь все, кого он поцелует, засыпают, и только истинная любовь способна избавить его от проклятия.","plameneiushchee-oblako"
"Обратный отсчет до любви","wp-content\uploads\2023\06\obratnyj-otschet-do-lyubvi.jpg","Таиланд","1990","Исторический, Фэнтези","1 час 40 мин","85","Выходит","Дораманутая","Чжао Сяо Тан,Чжоу Е,Чэнь Фэй Юй","У Гу Юй Сюань было тяжелое детство, и только соседская девочка, Хань Шу Янь, смогла поддержать парня. Затем она уехала, и спустя годы молодые люди встретились вновь.","obratnyi-otschet-do-liubvi"
"Все эти годы","wp-content\uploads\2023\06\vse-eti-gody.jpg","Таиланд","2004","Исторический, Фэнтези","1 час 55 мин","46","Выходит","Дораманутая","Сунь Цянь,Чжан Жо Нань,Чжан Синь Чэн","Чэнь Цзянь Ся из бедной семьи, но она отличница по всем предметам и без труда поступила в элитную школу-интернат. Вдали от дома, среди богатых и умных одноклассников, ей было одиноко и сложно, пока она не познакомилась с хулиганом Ли Жанем, который пренебрегал правилами и… влюбился в простую девчонку.","vse-eti-gody"
"Никогда не сдавайся","wp-content\uploads\2023\02\nikogda-ne-sdavajsya.jpg","Китай","2023","Комедия","23 мин","4","Выходит","SoftBox","Ван Хэ Ди,Никки Ву,Чэн Цзы,Чэнь Юй Ци,Юань Вэнь Кан","Дорама рассказывает о буднях отдела планирования одной технологичной компании. Ли Тианран давний сотрудник компании, который мечтает стать лидером и главой своего отдела, но всегда ему в этом что-то мешает. То новичок Бай Машуай придёт, которого всё считают за племянника председателя, то в помощники назначают умную Фан Сиси, которая временно возглавляет отдел… Но герой не сдаётся и старается усерднее работать, чтобы отличиться перед начальством.","nikogda-ne-sdavaisia"
"Айдол на мели","wp-content\uploads\2022\04\ajdol-na-meli.jpg","Южная Корея","2022","Комедия","17 мин","1","Выходит","Red tail","Ли Сан,Мун Джи Ху,Роки,Чхве Сон Мин","Когда-то Хви Ен был известным вокалистом, но былая слава ушла, и сейчас он состоит в группе XPierce уже не в качестве главного айдола. Фанаты группы не принимают его, и, помимо этого, у молодого человека есть финансовые трудности. Но бывшая звезда не сдается, он готов бороться с препятствиями и идти вперед с гордо поднятой головой.","aidol-na-meli"
